unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate total",35932,9,7123,2246,4778,14,14663,1247,991,4861,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Degree/certificate-seeking total",33821,9,6769,2188,4682,14,14136,1186,318,4519,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",7657,1,1736,516,1128,2,2923,268,112,971,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Other degree/certificate-seeking",26164,8,5033,1672,3554,12,11213,918,206,3548,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Non-degree/certificate-seeking",2111,0,354,58,96,0,527,61,673,342,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Graduate",23759,13,2643,1120,1644,21,9552,471,1652,6643,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1578,0,145,94,226,2,824,35,21,231,-2
145637,University of Illinois Urbana-Champaign,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",24586,8,4888,1578,3328,10,10389,883,185,3317,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate total",32876,9,6480,2131,4589,13,13693,1146,350,4465,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",32705,9,6480,2130,4589,13,13689,1146,303,4346,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7563,1,1718,500,1124,2,2888,263,110,957,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",25142,8,4762,1630,3465,11,10801,883,193,3389,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",171,0,0,1,0,0,4,0,47,119,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1494,0,137,86,216,2,798,32,17,206,-2
145637,University of Illinois Urbana-Champaign,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23648,8,4625,1544,3249,9,10003,851,176,3183,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate total",3056,0,643,115,189,1,970,101,641,396,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",1116,0,289,58,93,1,447,40,15,173,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",94,0,18,16,4,0,35,5,2,14,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1022,0,271,42,89,1,412,35,13,159,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1940,0,354,57,96,0,523,61,626,223,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",84,0,8,8,10,0,26,3,4,25,-2
145637,University of Illinois Urbana-Champaign,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",938,0,263,34,79,1,386,32,9,134,-2
147767,Northwestern University,2021,All students total,26624,31,4191,1510,2386,13,11338,1030,1740,4385,-2
147767,Northwestern University,2021,"All students, Undergraduate total",9976,7,1906,634,1224,4,4188,604,530,879,-2
147767,Northwestern University,2021,"All students, Undergraduate, Degree/certificate-seeking total",9166,7,1731,588,1182,4,3846,574,364,870,-2
147767,Northwestern University,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",1897,1,420,110,293,0,720,109,67,177,-2
147767,Northwestern University,2021,"All students, Undergraduate, Other degree/certificate-seeking",7269,6,1311,478,889,4,3126,465,297,693,-2
147767,Northwestern University,2021,"All students, Undergraduate, Non-degree/certificate-seeking",810,0,175,46,42,0,342,30,166,9,-2
147767,Northwestern University,2021,"All students, Graduate",16648,24,2285,876,1162,9,7150,426,1210,3506,-2
147767,Northwestern University,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",192,0,44,5,8,0,82,8,13,32,-2
147767,Northwestern University,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",7077,6,1267,473,881,4,3044,457,284,661,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate total",8404,6,1629,496,1083,4,3505,528,310,843,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",8336,6,1628,493,1082,4,3482,528,270,843,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",1897,1,420,110,293,0,720,109,67,177,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",6439,5,1208,383,789,4,2762,419,203,666,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",68,0,1,3,1,0,23,0,40,0,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",189,0,44,5,8,0,79,8,13,32,-2
147767,Northwestern University,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",6250,5,1164,378,781,4,2683,411,190,634,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate total",1572,1,277,138,141,0,683,76,220,36,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",830,1,103,95,100,0,364,46,94,27,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",830,1,103,95,100,0,364,46,94,27,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",742,0,174,43,41,0,319,30,126,9,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",3,0,0,0,0,0,3,0,0,0,-2
147767,Northwestern University,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",827,1,103,95,100,0,361,46,94,27,-2
151351,Indiana University-Bloomington,2021,All students total,46573,36,3261,2273,3434,11,30200,2035,285,5038,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate total",34818,26,2546,1715,2820,5,23602,1770,122,2212,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Degree/certificate-seeking total",33903,22,2469,1671,2735,5,23001,1717,110,2173,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",8057,2,719,355,716,1,5447,444,39,334,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Other degree/certificate-seeking",25846,20,1750,1316,2019,4,17554,1273,71,1839,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Non-degree/certificate-seeking",915,4,77,44,85,0,601,53,12,39,-2
151351,Indiana University-Bloomington,2021,"All students, Graduate",11755,10,715,558,614,6,6598,265,163,2826,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",834,1,41,46,74,0,559,52,4,57,-2
151351,Indiana University-Bloomington,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",25012,19,1709,1270,1945,4,16995,1221,67,1782,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate total",32282,17,2361,1479,2540,5,22078,1639,104,2059,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",32251,17,2361,1475,2537,5,22060,1638,104,2054,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8027,2,718,354,715,1,5427,441,38,331,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24224,15,1643,1121,1822,4,16633,1197,66,1723,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",31,0,0,4,3,0,18,1,0,5,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",778,1,40,43,69,0,518,48,3,56,-2
151351,Indiana University-Bloomington,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23446,14,1603,1078,1753,4,16115,1149,63,1667,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate total",2536,9,185,236,280,0,1524,131,18,153,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",1652,5,108,196,198,0,941,79,6,119,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",30,0,1,1,1,0,20,3,1,3,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1622,5,107,195,197,0,921,76,5,116,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",884,4,77,40,82,0,583,52,12,34,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",56,0,1,3,5,0,41,4,1,1,-2
151351,Indiana University-Bloomington,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1566,5,106,192,192,0,880,72,4,115,-2
153658,University of Iowa,2021,All students total,33345,56,1609,1060,2506,20,23689,1106,1134,2165,-2
153658,University of Iowa,2021,"All students, Undergraduate total",24276,40,1107,763,1959,17,17712,865,792,1021,-2
153658,University of Iowa,2021,"All students, Undergraduate, Degree/certificate-seeking total",23235,38,1046,744,1915,15,17222,837,500,918,-2
153658,University of Iowa,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",4587,6,242,133,407,1,3414,183,111,90,-2
153658,University of Iowa,2021,"All students, Undergraduate, Other degree/certificate-seeking",18648,32,804,611,1508,14,13808,654,389,828,-2
153658,University of Iowa,2021,"All students, Undergraduate, Non-degree/certificate-seeking",1041,2,61,19,44,2,490,28,292,103,-2
153658,University of Iowa,2021,"All students, Graduate",9069,16,502,297,547,3,5977,241,342,1144,-2
153658,University of Iowa,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1311,2,38,72,112,1,977,50,37,22,-2
153658,University of Iowa,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",17337,30,766,539,1396,13,12831,604,352,806,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate total",20732,31,938,620,1710,15,15431,754,436,797,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",20654,31,935,618,1707,14,15367,754,431,797,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",4514,6,241,133,399,1,3361,180,108,85,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",16140,25,694,485,1308,13,12006,574,323,712,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Non-degree/certificate-seeking",78,0,3,2,3,1,64,0,5,0,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1067,1,29,51,85,1,809,43,30,18,-2
153658,University of Iowa,2021,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",15073,24,665,434,1223,12,11197,531,293,694,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate total",3544,9,169,143,249,2,2281,111,356,224,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Degree/certificate-seeking total",2581,7,111,126,208,1,1855,83,69,121,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",73,0,1,0,8,0,53,3,3,5,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2508,7,110,126,200,1,1802,80,66,116,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Non-degree/certificate-seeking",963,2,58,17,41,1,426,28,287,103,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",244,1,9,21,27,0,168,7,7,4,-2
153658,University of Iowa,2021,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2264,6,101,105,173,1,1634,73,59,112,-2
170976,University of Michigan-Ann Arbor,2021,All students total,50002,83,6982,2175,3361,21,25739,2104,2309,7228,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate total",32474,37,5259,1315,2254,14,17895,1563,1663,2474,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Degree/certificate-seeking total",32242,37,5221,1311,2243,14,17793,1555,1648,2420,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Degree/certificate-seeking, First-time",6944,6,1337,241,437,2,3912,355,405,249,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Other degree/certificate-seeking",25298,31,3884,1070,1806,12,13881,1200,1243,2171,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Non-degree/certificate-seeking",232,0,38,4,11,0,102,8,15,54,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Graduate",17528,46,1723,860,1107,7,7844,541,646,4754,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1709,1,198,69,94,1,692,52,55,547,-2
170976,University of Michigan-Ann Arbor,2021,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",23589,30,3686,1001,1712,11,13189,1148,1188,1624,-2
170976,University of Michigan-Ann Arbor,2021,"Full-time students, Undergraduate total",30681,34,4991,1260,2144,12,16863,1484,1548,2345,-2
170976,University of Michigan-Ann Arbor,2021,"Full-time students, Undergraduate, Degree/certificate-seeking total",30606,34,4989,1258,2141,12,16837,1483,1542,2310,-2
170976,University of Michigan-Ann Arbor,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",6900,5,1333,239,433,2,3890,354,401,243,-2
170976,University of Michigan-Ann Arbor,2021,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",23706,29,3656,1019,1708,10,12947,1129,1141,2067,-2
